,index,address,animal,building_floor,d_to_bank,d_to_coffe,d_to_conv,d_to_metro,elevator,id,loc,metro_count,parking,price,room_floor,room_options,room_size,room_type,aircondition,laundry,bed,desk,closet,tv,shoes,refrigerator,gas,induction,microwave,doar_lock,biddet,d_to_fancy,park,distance_gn,distance_md,d_to_mac,star_bucks,population,elder,elder_ratio,totalbanks,bank_ratio
0,1,서울특별시 성북구 안암동5가,False,5,357.0,115.0,112.0,390.0,False,57d3d7deeb79d458d3e49bef,"[127.02988696, 37.5897886898]",17.0,False,6500.0,3,"[0, 1, 2, 3, 4, 6, 7, 9, 10, 11]",18.2,원룸,1,1,1,1,1,0,1,1,0,1,1,1,0,5.07222328039,7.04375638573,10.1245838567,6.39670680701,0.600043302704,0.408235291346,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
1,2,서울특별시 성북구 안암동1가,False,4,294.0,192.0,38.0,440.0,False,57e8ef4608113c2d9db867e2,"[127.021811501, 37.5890083969]",18.0,False,6000.0,1,"[0, 3, 6, 8, 1, 4, 7]",33.0,원룸,1,1,0,1,1,0,1,1,1,0,0,0,0,4.44137521548,6.87377152681,9.92951600994,5.73028326415,0.541685936257,0.330854637946,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
2,3,서울특별시 성북구 안암동5가,True,6,177.0,90.0,32.0,202.0,True,57e3caf60563db1b28b67957,"[127.030320986, 37.5879181187]",19.0,True,7500.0,6,"[0, 1, 2, 3, 4, 7, 8, 11]",26.4,원룸,1,1,1,1,1,0,0,1,1,0,0,1,0,4.99401333818,6.84558943214,9.92787085111,6.3387009643,0.400469791354,0.196884289692,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
3,4,서울특별시 동대문구 제기동,False,4,346.0,218.0,256.0,262.0,False,57cbafbc95d80874e524397c,"[127.035343672, 37.5882050393]",18.0,False,4100.0,0,[8],26.4,원룸,0,0,0,0,0,0,0,0,1,0,0,0,0,5.39323176512,6.96879742032,10.054562385,6.75374821828,0.680618565561,0.464335091003,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
4,5,서울특별시 성북구 종암동,False,4,297.0,983.0,163.0,665.0,False,57ebcdc56506e43a6d81ac43,"[127.036955784, 37.5969946226]",16.0,True,5300.0,-1,"[0, 1, 2, 4, 5, 6, 7, 9, 11]",16.5,원룸,1,1,1,0,1,1,1,1,0,1,0,1,0,6.04071712036,7.95181899792,11.0375391966,7.32918789647,0.15790237112,0.557534978038,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
5,6,서울특별시 동대문구 제기동,False,5,82.0,59.0,113.0,394.0,False,5799d9996c452309d4b382c1,"[127.030853363, 37.5829913509]",15.0,False,6500.0,1,"[0, 1, 2, 3, 4, 6, 7, 9, 11]",19.8,원룸,1,1,1,1,1,0,1,1,0,1,0,1,0,4.77764147109,6.31676504348,9.40130202463,6.16744170201,0.210148858105,0.145278018749,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
6,7,서울특별시 동대문구 제기동,True,5,356.0,235.0,229.0,363.0,True,57e221ff5ec8c022af36badd,"[127.032138443, 37.5805655333]",22.0,True,24000.0,3,"[0, 1, 6, 11, 9]",46.2,투룸,1,1,0,0,0,0,1,0,0,1,0,1,0,4.77478777315,6.0775010387,9.16322689919,6.18520871646,0.496091023124,0.431298977912,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
7,8,서울특별시 동대문구 제기동,False,3,197.0,249.0,209.0,411.0,False,574cf08917619a045f4b2ccf,"[127.033385585, 37.5846340736]",18.0,False,9500.0,2,"[4, 0, 1, 7, 6, 8]",49.5,투룸,1,1,0,0,1,0,1,1,1,0,0,0,0,5.05749225718,6.54274548894,9.62848054657,6.4411355504,0.362711701664,0.289711912159,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
8,9,서울특별시 동대문구 제기동,False,2,182.0,240.0,198.0,395.0,False,57eb4d406fc8a45e31eda5e7,"[127.033249765, 37.5847278152]",19.0,True,13000.0,1,[],59.4,투룸,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05130115858,6.55018857592,9.63588796075,6.43383159271,0.351670705812,0.273909226724,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
9,10,서울특별시 동대문구 제기동,False,1,259.0,208.0,372.0,524.0,False,57ec8dc2b023d63f83210c71,"[127.035070647, 37.5854552907]",18.0,False,2600.0,1,"[0, 1, 5, 6, 7, 8]",14.8,원룸,1,1,0,0,0,1,1,1,1,0,0,0,0,5.23086223335,6.66647319051,9.75211358852,6.61269575022,0.523285200486,0.3902544574,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
10,11,서울특별시 성북구 안암동1가,False,4,294.0,192.0,38.0,440.0,False,57e8f155aacbd22dcd827176,"[127.021811501, 37.5890083969]",18.0,False,5800.0,3,"[0, 3, 6, 8, 1, 7, 11]",23.1,원룸,1,1,0,1,0,0,1,1,1,0,0,1,0,4.44137521548,6.87377152681,9.92951600994,5.73028326415,0.541685936257,0.330854637946,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
11,12,서울특별시 동대문구 제기동,False,3,297.0,118.0,206.0,471.0,False,57e20118d78a876d7ea60b84,"[127.032220497, 37.5818232981]",22.0,False,5500.0,2,[],26.4,1.5룸,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83458767454,6.21532474945,9.30097213214,6.23649796523,0.387156392196,0.322312313043,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
12,13,서울특별시 성북구 종암동,False,5,281.0,1072.0,83.0,669.0,True,57691960f669ac776715809c,"[127.036099465, 37.5964723127]",16.0,False,7100.0,2,"[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12]",19.8,원룸,1,1,1,1,1,1,1,1,0,1,1,1,1,5.94558961998,7.87844200304,10.9639682559,7.23475588292,0.0772114580845,0.580770773365,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
13,14,서울특별시 성북구 안암동4가,False,4,29.0,90.0,2.0,509.0,False,57ee1b0357b80f3991698b0f,"[127.024421973, 37.5806178376]",25.0,False,6300.0,2,[],33.0,원룸,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15286066634,5.96628630775,9.03768279844,5.54463816017,0.600336234029,0.443984598451,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
14,15,서울특별시 성북구 안암동1가,False,4,202.0,222.0,96.0,360.0,False,568e7cc49c174601de89eba2,"[127.02181126, 37.5881830877]",20.0,False,5000.0,3,"[0, 3, 6, 9, 1, 4, 7, 2, 11]",19.8,원룸,1,1,1,1,1,0,1,1,0,1,0,1,0,4.38631963944,6.78227143331,9.83846495718,5.68531048615,0.610253396765,0.394093374116,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
15,16,서울특별시 성북구 종암동,False,3,343.0,903.0,153.0,696.0,False,57fb35e6d8adac5a5431fe90,"[127.033472324, 37.5962964927]",12.0,False,8600.0,-1,"[0, 1, 6, 7, 8, 11]",39.6,투룸,1,1,0,0,0,0,1,1,1,0,0,1,0,5.74897515516,7.81186505114,10.8955459997,7.02625903789,0.23197911288,0.570820367534,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
16,18,서울특별시 성북구 안암동1가,False,3,303.0,128.0,102.0,419.0,False,57b81fac3b66da061bb81541,"[127.021091401, 37.5890265476]",18.0,False,7000.0,3,"[0, 1, 4, 6, 7, 9, 11]",19.8,원룸,1,1,0,0,1,0,1,1,0,1,0,1,0,4.39237714798,6.87177692561,9.9241381135,5.67633056636,0.497545933671,0.282217214054,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
17,19,서울특별시 동대문구 제기동,False,4,318.0,163.0,209.0,429.0,False,57831c810cf907262d6f8ef2,"[127.031889642, 37.5811854844]",24.0,False,4500.0,2,"[0, 3, 6, 9, 1, 4, 7, 2, 5]",21.4,원룸,1,1,1,1,1,1,1,1,0,1,0,0,0,4.78029351398,6.13975331822,9.2253481766,6.186001429,0.425925893428,0.360894225824,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
18,20,서울특별시 동대문구 제기동,False,5,356.0,235.0,229.0,363.0,True,57e8dca3c97cb80705a7f409,"[127.032138443, 37.5805655333]",22.0,True,11000.0,4,"[0, 1, 8]",24.5,투룸,1,1,0,0,0,0,0,0,1,0,0,0,0,4.77478777315,6.0775010387,9.16322689919,6.18520871646,0.496091023124,0.431298977912,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
19,21,서울특별시 동대문구 용두동,False,5,205.0,265.0,77.0,533.0,True,55b0c22b13548854fc701d3a,"[127.028280576, 37.5815612176]",27.0,False,5030.0,5,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",16.5,원룸,1,1,1,1,1,1,1,1,0,1,0,0,0,4.50531557508,6.11871073862,9.20005681311,5.89978916251,0.32856832897,0.292991357855,49628.5333333,7085.33333333,0.142767332771,9.85714285714,0.000198618459888
20,22,서울특별시 동대문구 제기동,False,2,244.0,112.0,378.0,387.0,False,5767aba43957b26026096881,"[127.034740849, 37.5871780866]",15.0,False,8200.0,2,"[0, 1, 2, 3, 4, 6, 7, 9, 11]",16.5,원룸,1,1,1,1,1,0,1,1,0,1,0,1,0,5.29215365168,6.84536575804,9.9311498167,6.65926120566,0.5710740604,0.370009713465,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
21,23,서울특별시 동대문구 제기동,False,5,159.0,168.0,121.0,326.0,False,57f8b614a6a6483f2ec964eb,"[127.032362144, 37.5847388738]",19.0,False,5500.0,-1,"[0, 3, 6, 9, 1, 7, 4, 2, 10, 11]",19.8,원룸,1,1,1,1,1,0,1,1,0,1,1,1,0,4.98174429192,6.53424203292,9.61957704856,6.36167237442,0.274171507094,0.214713308198,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
22,25,서울특별시 동대문구 제기동,False,4,455.0,335.0,152.0,157.0,False,57d37659c8f7d73aef111549,"[127.036195506, 37.5890264863]",19.0,False,4500.0,1,"[0, 1, 2, 3, 6, 7, 9, 10]",14.8,원룸,1,1,1,1,0,0,1,1,0,1,1,0,0,5.50317410537,7.07549586476,10.1611380871,6.85966013713,0.750634957163,0.575861128551,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
23,26,서울특별시 동대문구 용두동,False,2,148.0,457.0,90.0,262.0,False,57e87a40fc1cf45d1ae7e61a,"[127.032006228, 37.5784860752]",28.0,False,13000.0,1,[],49.5,투룸,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68371172429,5.84993030677,8.93571459138,6.10679732382,0.700892757711,0.601863282044,49628.5333333,7085.33333333,0.142767332771,9.85714285714,0.000198618459888
24,27,서울특별시 성북구 동선동2가,False,4,358.0,133.0,111.0,488.0,False,57cf7b2210482437edf2050d,"[127.020946738, 37.5899708134]",15.0,False,5500.0,-1,"[0, 1, 2, 3, 4, 6, 7, 9, 11]",19.8,원룸,1,1,1,1,1,0,1,1,0,1,0,1,0,4.44766996193,6.97580744377,10.0269824061,5.7187390189,0.412658668232,0.208287123776,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
25,28,서울특별시 성북구 동선동2가,False,4,314.0,72.0,54.0,446.0,False,57bfe8838dff2b6a44d981fb,"[127.02044386, 37.5893978704]",17.0,False,9000.0,4,[],33.0,투룸,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3732256031,6.90988337664,9.95886820336,5.64804586751,0.429733436281,0.213210613387,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
26,29,서울특별시 성북구 안암동5가,False,6,176.0,68.0,40.0,144.0,True,57f8bc6213097f6313a24fde,"[127.03031994, 37.5853376755]",20.0,False,10000.0,3,"[0, 3, 6, 9, 1, 4, 7, 2, 11, 10]",26.4,1.5룸,1,1,1,1,1,0,1,1,0,1,1,1,0,4.8524091047,6.5635784759,9.64677621075,6.22087105905,0.138042970194,0.100107131635,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
27,30,서울특별시 성북구 안암동5가,False,1,357.0,115.0,112.0,390.0,False,57e0af3b2d630f1747e44c9a,"[127.02988696, 37.5897886898]",17.0,False,6500.0,1,"[0, 1, 2, 3, 4, 6, 7, 9, 11, 10]",19.8,원룸,1,1,1,1,1,0,1,1,0,1,1,1,0,5.07222328039,7.04375638573,10.1245838567,6.39670680701,0.600043302704,0.408235291346,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
28,31,서울특별시 성북구 안암동3가,False,4,270.0,577.0,156.0,369.0,True,579702d57af23308c3105163,"[127.023635215, 37.5843913585]",20.0,True,5000.0,3,"[0, 1, 3, 4, 6, 7, 8, 11]",29.7,원룸,1,1,0,1,1,0,1,1,1,0,0,1,0,4.28762327922,6.37575831437,9.44191439168,5.63960850397,0.496777208806,0.37736958042,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
29,32,서울특별시 성북구 안암동2가,False,4,15.0,355.0,219.0,220.0,False,57d7b219e0fc366e240c96d3,"[127.021770006, 37.586485625]",20.0,False,5600.0,3,[],16.5,원룸,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27407738121,6.59384358305,9.65079333288,5.59321157986,0.700077578168,0.407923656158,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
30,33,서울특별시 성북구 종암동,True,3,260.0,942.0,65.0,628.0,False,57efa75c1bc6b4131440b863,"[127.035062016, 37.5960185258]",14.0,False,4500.0,-1,[],33.1,투룸,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84214442326,7.80962619168,10.8947049219,7.13045734121,0.0888439244764,0.607722788002,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
31,34,서울특별시 동대문구 용두동,False,2,147.0,458.0,91.0,262.0,False,57479e0a25467332ea4d1fd7,"[127.031997168, 37.5784788697]",28.0,False,13000.0,1,[6],42.9,투룸,0,0,0,0,0,0,1,0,0,0,0,0,0,4.68269664253,5.84896559979,8.93474975796,6.10581056447,0.701371989392,0.600848411446,49628.5333333,7085.33333333,0.142767332771,9.85714285714,0.000198618459888
32,35,서울특별시 성북구 종암동,False,2,493.0,954.0,321.0,779.0,False,57ef2d06cb9439130fd89dc6,"[127.029745077, 37.5974399478]",11.0,False,6000.0,1,[],39.6,투룸,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57438271889,7.8814583905,10.9587403644,6.8177042153,0.58289601701,0.577640763851,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
33,36,서울특별시 성북구 안암동5가,False,5,357.0,115.0,112.0,390.0,False,57e001e5ec01ba075a3f1bc2,"[127.02988696, 37.5897886898]",17.0,False,7500.0,4,[],18.1,원룸,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07222328039,7.04375638573,10.1245838567,6.39670680701,0.600043302704,0.408235291346,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
34,37,서울특별시 성북구 동선동2가,False,4,239.0,67.0,60.0,400.0,False,57c8edfc91d2ff4da6171c22,"[127.019583507, 37.5899890673]",15.0,False,6300.0,3,"[0, 1, 3, 4, 6, 7, 8, 11]",26.4,원룸,1,1,0,1,1,0,1,1,1,0,0,1,0,4.35640235814,6.97215659714,10.0164114709,5.61731921852,0.332166137393,0.114782288543,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
35,38,서울특별시 성북구 종암동,False,5,234.0,297.0,59.0,553.0,True,57ba4c672b877854152a01d7,"[127.031196568, 37.6023697948]",8.0,True,7500.0,2,[],19.8,원룸,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03736926251,8.4422841945,11.520435207,7.23805092281,0.84674817866,0.265920724752,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
36,39,서울특별시 성북구 종암동,True,2,277.0,183.0,125.0,646.0,False,57f2d74d6cf71c308222cc63,"[127.0317713, 37.601079423]",8.0,False,2300.0,2,[],23.1,1.5룸,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97623635338,8.30864668549,11.3883475622,7.19433582086,0.697905445652,0.197022745544,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
37,40,서울특별시 성북구 안암동1가,False,4,299.0,70.0,93.0,359.0,False,57f4cf593d4c2616e8727128,"[127.020031522, 37.5886519193]",20.0,False,7500.0,4,"[0, 1, 4, 6, 7, 9, 11]",29.7,투룸,1,1,0,0,1,0,1,1,0,1,0,1,0,4.29321910305,6.82535300179,9.87259969011,5.57471659795,0.4801560327,0.264866993157,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
38,41,서울특별시 성북구 안암동5가,False,4,107.0,84.0,34.0,75.0,False,57f46479038e484fc149b940,"[127.029849149, 37.5858351436]",21.0,False,8000.0,0,"[0, 1, 3, 6, 7, 8]",33.0,투룸,1,1,0,1,0,0,1,1,1,0,0,0,0,4.84237202736,6.61041916962,9.69274305535,6.20472501565,0.166132634614,0.0866377892192,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
39,42,서울특별시 동대문구 제기동,False,5,426.0,302.0,174.0,179.0,True,57eba6a8d23da053795da669,"[127.035882926, 37.5888571951]",21.0,False,8500.0,5,"[0, 1, 2, 3, 4, 6, 7, 9, 11, 10]",26.4,원룸,1,1,1,1,1,0,1,1,0,1,1,1,0,5.46996318968,7.0505469552,10.136256179,6.82681461996,0.763283718787,0.542527021407,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
40,43,서울특별시 동대문구 제기동,False,4,224.0,168.0,355.0,491.0,False,567104cab4594812ca527330,"[127.034749229, 37.5857220796]",18.0,True,7000.0,3,"[0, 1, 2, 6, 7, 8, 3]",19.8,원룸,1,1,1,1,0,0,1,1,1,0,0,0,0,5.21861704487,6.68836506398,9.77410501693,6.59748734405,0.50349282912,0.357216772028,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
41,44,서울특별시 성북구 안암동1가,False,3,179.0,193.0,173.0,287.0,False,57c4f3901d49af1d2b8cb1ee,"[127.020941603, 37.5878084323]",20.0,False,4500.0,2,[8],26.4,1.5룸,0,0,0,0,0,0,0,0,1,0,0,0,0,4.29999167918,6.73587544366,9.7881521464,5.59814735113,0.601087724096,0.384275345565,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
42,45,서울특별시 성북구 안암동5가,False,3,57.0,115.0,156.0,237.0,False,57cd47a04f2f867bd5015697,"[127.031841789, 37.5857877712]",20.0,False,4700.0,-1,"[0, 1, 2, 6, 7, 8, 11]",16.5,원룸,1,1,1,0,0,0,1,1,1,0,0,1,0,4.99421801999,6.63868659349,9.72344546724,6.36377359295,0.272860536059,0.106741953635,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
43,46,서울특별시 성북구 종암동,False,3,268.0,864.0,58.0,182.0,False,57ca689f2cb68013babd88cd,"[127.037741196, 37.5916244639]",18.0,False,4500.0,1,"[1, 7]",26.4,원룸,0,1,0,0,0,0,0,1,0,0,0,0,0,5.76623174819,7.38899981581,10.4743578902,7.10622899906,0.485877676867,0.864438594387,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
44,47,서울특별시 성북구 안암동3가,False,2,148.0,92.0,132.0,550.0,False,57ec9e90deaec518123a3ea5,"[127.023783808, 37.5817099722]",26.0,False,7500.0,1,[],42.9,투룸,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15562257584,6.08066623789,9.14903425529,5.53531770354,0.569238887238,0.575486032936,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
45,48,서울특별시 성북구 안암동3가,False,5,181.0,298.0,45.0,319.0,True,57e60d4ca3b57c68e8c7f547,"[127.022258206, 37.5834257613]",23.0,False,7000.0,-1,"[0, 1, 2, 3, 4, 7, 6, 9, 11]",23.1,원룸,1,1,1,1,1,0,1,1,0,1,0,1,0,4.12874851214,6.25802421665,9.31898744086,5.48504941806,0.62765511236,0.537855019265,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
46,49,서울특별시 성북구 안암동4가,False,6,112.0,52.0,91.0,587.0,True,5744065b275dc151d446fcc4,"[127.023810847, 37.5812955097]",26.0,True,7500.0,-1,"[0, 1, 2, 3, 4, 6, 7, 9, 10, 11]",19.8,원룸,1,1,1,1,1,0,1,1,0,1,1,1,0,4.13708375112,6.03511970614,9.10384856187,5.52079424629,0.592876773683,0.530587330708,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
47,50,서울특별시 성북구 종암동,False,5,152.0,697.0,5.0,251.0,True,57baaef0a153a41565c9c881,"[127.03563111, 37.5926450426]",17.0,False,5300.0,5,"[0, 1, 2, 4, 3, 7, 9]",19.8,원룸,1,1,1,1,1,0,0,1,0,1,0,0,0,5.66925929944,7.45461622113,10.5403280067,6.9918905133,0.350095484718,0.838235357988,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
48,51,서울특별시 동대문구 용두동,False,3,241.0,265.0,93.0,561.0,False,57e395080f58881b51e33ede,"[127.027483162, 37.5804838175]",26.0,False,5700.0,1,[],33.0,원룸,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39251813954,5.98902132667,9.06923699014,5.79356107813,0.464071160132,0.431461156908,49628.5333333,7085.33333333,0.142767332771,9.85714285714,0.000198618459888
49,52,서울특별시 성북구 안암동5가,False,5,176.0,68.0,40.0,144.0,True,57fa451c6676b406bdaa36af,"[127.03031994, 37.5853376755]",20.0,False,11000.0,3,"[0, 1, 2, 3, 4, 6, 7, 9, 10, 11]",23.1,1.5룸,1,1,1,1,1,0,1,1,0,1,1,1,0,4.8524091047,6.5635784759,9.64677621075,6.22087105905,0.138042970194,0.100107131635,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
50,54,서울특별시 성북구 안암동5가,False,4,209.0,51.0,1.0,249.0,True,55c49480db05dc38c700c8c5,"[127.030998924, 37.5845482291]",20.0,False,6500.0,3,"[0, 1, 2, 3, 6, 4, 7, 9, 11, 10]",23.1,원룸,1,1,1,1,1,0,1,1,0,1,1,1,0,4.86495626652,6.48888034342,9.5731479934,6.24241864255,0.152456212012,0.131593128754,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
51,56,서울특별시 성북구 종암동,False,3,276.0,621.0,47.0,157.0,False,57f79d7fc042796596c70f4d,"[127.037532782, 37.5914767676]",19.0,False,3310.0,2,"[0, 10, 1, 2, 11, 3, 4, 5, 6, 7, 8, 9]",9.9,원룸,1,1,1,1,1,1,1,1,1,1,1,1,0,5.74203623097,7.3684895999,10.4539237904,7.0825239507,0.49628198285,0.839845261234,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
52,57,서울특별시 성북구 종암동,True,2,377.0,752.0,230.0,753.0,False,579bf9cc31d99c40e3a23fef,"[127.030660371, 37.5982686254]",9.0,False,7000.0,2,[],49.5,투룸,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69554001355,7.98472199626,11.0635093322,6.9359020975,0.547349177573,0.455300889049,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
53,58,서울특별시 동대문구 제기동,False,4,318.0,261.0,225.0,325.0,False,57ae8428158d8c68e43c008f,"[127.032967187, 37.5806481962]",15.0,False,9600.0,3,"[1, 2, 0, 3, 4, 6, 7, 9, 11]",26.4,1.5룸,1,1,1,1,1,0,1,1,0,1,0,1,0,4.84606996744,6.10336553748,9.18913589731,6.25748995851,0.529581206649,0.464396352741,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
54,59,서울특별시 성북구 안암동1가,False,5,277.0,31.0,27.0,427.0,False,57c5593948b7e4566e718b4d,"[127.020004514, 37.5892718067]",17.0,False,9500.0,4,"[0, 7, 1, 4, 9, 11]",42.9,투룸,1,1,0,0,1,0,0,1,0,1,0,1,0,4.33430901578,6.89406177534,9.94086497122,5.60763942166,0.419232403019,0.202066195973,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
55,60,서울특별시 동대문구 제기동,False,18,297.0,118.0,206.0,471.0,True,57a7feacb8f3783592142c5f,"[127.032220497, 37.5818232981]",23.0,True,11000.0,11,[],39.6,투룸,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83458767454,6.21532474945,9.30097213214,6.23649796523,0.387156392196,0.322312313043,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
56,61,서울특별시 동대문구 제기동,False,4,194.0,118.0,206.0,471.0,False,57a82282154afa63978fb616,"[127.032220497, 37.5818232981]",15.0,False,5500.0,-1,"[0, 3, 6, 9, 1, 4, 7, 2]",18.1,원룸,1,1,1,1,1,0,1,1,0,1,0,0,0,4.83458767454,6.21532474945,9.30097213214,6.23649796523,0.387156392196,0.322312313043,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
57,62,서울특별시 성북구 안암동1가,False,3,303.0,128.0,102.0,419.0,False,57b8208edb28560e26243eb0,"[127.021091401, 37.5890265476]",18.0,False,9000.0,1,"[0, 1, 3, 4, 6, 7, 9, 11]",29.7,1.5룸,1,1,0,1,1,0,1,1,0,1,0,1,0,4.39237714798,6.87177692561,9.9241381135,5.67633056636,0.497545933671,0.282217214054,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
58,63,서울특별시 성북구 동선동2가,False,4,363.0,217.0,74.0,512.0,False,57c4d6a49ee49f067694cf98,"[127.022060777, 37.5896282333]",17.0,False,6300.0,3,"[0, 1, 6, 7, 8]",26.4,원룸,1,1,0,0,0,0,1,1,1,0,0,0,0,4.5008052894,6.94400219004,10.0005350489,5.78372778556,0.512219489335,0.313047767392,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
59,64,서울특별시 동대문구 제기동,False,4,408.0,268.0,231.0,320.0,False,57ce73f865e48a77b1b70367,"[127.033189103, 37.5806985896]",21.0,False,6800.0,3,"[0, 1, 3, 2, 4, 6, 7, 9, 11, 10]",19.8,원룸,1,1,1,1,1,0,1,1,0,1,1,1,0,4.86631088388,6.1134714238,9.19921113798,6.27780957272,0.537485363819,0.47240600047,28479.0,4810.0,0.168896379789,9.0,0.000316022332245
60,65,서울특별시 성북구 안암동2가,False,6,49.0,375.0,233.0,266.0,True,57e496dbeba8402e30db426e,"[127.022308962, 37.5865792276]",21.0,False,6500.0,5,"[0, 1, 2, 3, 4, 6, 7, 9, 10, 11]",23.1,원룸,1,1,1,1,1,0,1,1,0,1,1,1,0,4.31915427063,6.60771261167,9.66704588333,5.64017518854,0.659181935081,0.359474478281,44489.7142857,6085.61904762,0.136787101138,8.11111111111,0.000182314299863
61,66,서울특별시 성북구 종암동,False,4,292.0,419.0,299.0,484.0,False,57e116913dc7ea7569fb5e50,"[127.038111482, 37.5983457418]",13.0,False,13100.0,1,[],39.6,투룸,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21197208209,8.12136624573,11.2071506769,7.49359305723,0.339172330613,0.4366156295,43444.0,5589.0,0.128648374919,3.0,6.90544148789e-05
62,67,서울특별시 동대문구 용두동,False,5,120.0,178.0,77.0,462.0,False,57f759c2e7f51e2317433aec,"[127.029086876, 37.5821376576]",25.0,False,7300.0,4,"[0, 1, 4, 6, 7, 9, 11]",33.0,원룸,1,1,0,0,1,0,1,1,0,1,0,1,0,4.59657313336,6.19415002859,9.27667740686,5.98851603039,0.253142892905,0.207762588587,49628.5333333,7085.33333333,0.142767332771,9.85714285714,0.000198618459888
63,69,서울특별시 동대문구 용두동,False,5,120.0,178.0,77.0,462.0,False,57f75a62a19d971535e46fca,"[127.029086876, 37.5821376576]",25.0,False,7300.0,4,"[0, 1, 6, 7, 9, 11, 2]",29.7,원룸,1,1,1,0,0,0,1,1,0,1,0,1,0,4.59657313336,6.19415002859,9.27667740686,5.98851603039,0.253142892905,0.207762588587,49628.5333333,7085.33333333,0.142767332771,9.85714285714,0.000198618459888
