loc,room_type,size,room_floor,building_floor,parking,elevator,heat_type,animal,aircondition,laundry,bed,desk,closet,tv,shoes,refrigerator,gas,induction,microwave,doar_lock,bidet,price
"[127.05348037568164, 37.59228511594161]",1.5룸,29.7,3,5,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,9000.0
"[127.0730176350066, 37.61850065823283]",1.5룸,19.8,5,5,True,False,개별 난방,False,False,True,False,False,False,False,True,True,False,False,False,False,False,7300.0
"[127.07749077293164, 37.54546328286585]",쓰리룸,49.5,3,4,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,False,False,11100.0
"[127.00345430491531, 37.56094978398048]",원룸,25.7,4,4,True,False,개별 난방,False,True,True,True,True,True,True,True,True,False,True,True,True,False,8500.0
"[126.9529552297, 37.4991858225]",쓰리룸,49.5,2,4,True,False,개별 난방,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12000
"[126.94902669765165, 37.502280049025885]",1.5룸,23.1,3,4,True,False,개별 난방,True,True,True,False,True,True,True,True,True,False,True,False,True,False,6100.0
"[127.05359644364937, 37.589928067994244]",원룸,23.1,-1,4,True,False,개별 난방,False,True,True,False,True,True,False,True,True,True,False,False,False,False,5000.0
"[127.07812999485968, 37.62442588073126]",원룸,16.5,1,3,False,False,개별 난방,False,True,True,True,True,True,True,True,True,False,True,True,True,False,5400.0
"[127.03938616039292, 37.558928635966204]",1.5룸,19.8,2,4,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,7300.0
"[127.08908779964774, 37.542139426125125]",원룸,19.8,3,4,True,False,개별 난방,False,True,True,False,False,True,True,False,True,False,True,False,False,False,8500.0
"[126.91116162982466, 37.58366472800103]",오피스텔,28.0,8,10,True,True,개별 난방,True,True,True,False,False,True,False,True,True,True,False,False,False,False,6600.0
"[126.94931615730307, 37.50236667011843]",원룸,23.1,3,6,True,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,False,False,6000.0
"[127.07687803116777, 37.61868921580012]",오피스텔,28.7,8,13,True,True,개별 난방,True,True,True,False,False,True,False,True,True,True,False,False,True,False,6585.0
"[127.05781879482787, 37.59161273247698]",원룸,19.8,4,5,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,5500.0
"[127.0491634812, 37.5913715851]",투룸,49.5,3,5,True,True,개별 난방,False,True,True,True,False,True,False,True,True,False,True,False,True,False,12700.0
"[127.06699694370626, 37.5434550689012]",원룸,19.8,5,6,False,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,7600.0
"[127.07030958822668, 37.542880107390204]",원룸,16.5,3,4,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,False,False,5550
"[127.08185101061422, 37.62117980470463]",원룸,16.5,-1,3,False,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,4200.0
"[127.07811724633136, 37.62523317335531]",원룸,52.8,-1,4,True,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,False,False,4400.0
"[127.07658311023663, 37.61827855713513]",원룸,17.5,8,17,True,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,7500.0
"[127.07055810797488, 37.5472371905973]",1.5룸,26.4,8,9,False,False,개별 난방,False,True,True,False,False,True,False,False,True,True,False,False,True,False,9250.0
"[127.07690974650096, 37.6186891951338]",오피스텔,23.1,6,13,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,False,False,6000.0
"[127.0526312007343, 37.5633960221615]",1.5룸,23.1,2,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4500
"[127.07507439563346, 37.62280608774333]",원룸,19.8,4,6,True,True,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5400.0
"[127.0701824544669, 37.547280662405704]",오피스텔,49.5,11,11,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,16000.0
"[126.94967374452011, 37.5020496689948]",1.5룸,23.1,3,5,True,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,True,False,7500.0
"[127.0395243715737, 37.563466009211666]",원룸,19.8,4,5,False,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,False,False,6500.0
"[126.90611434688182, 37.57834496031798]",투룸,42.9,2,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6000
"[127.05516354304446, 37.59000663333485]",원룸,19.8,2,5,True,False,개별 난방,False,True,True,True,True,False,False,False,True,False,True,False,False,False,5500.0
"[127.0619564134, 37.5946631932]",원룸,31.3,2,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4500
"[127.07404559671488, 37.544816774165625]",원룸,23.1,3,5,False,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,True,False,7580.0
"[127.0512785027, 37.5912661701]",원룸,66.0,3,4,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,True,False,7000.0
"[127.0762545571, 37.6248595813]",원룸,13.2,2,3,False,False,개별 난방,False,True,True,True,True,True,True,True,True,False,True,False,False,False,5400.0
"[127.08255776615938, 37.54320014324728]",쓰리룸,62.7,3,4,True,False,개별 난방,False,False,True,False,False,False,False,True,False,True,False,False,True,False,25500.0
"[127.04744614879387, 37.561563790874864]",원룸,16.5,3,3,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,True,False,6500.0
"[127.0394888675, 37.5648211195]",원룸,16.5,3,4,False,False,개별 난방,False,True,True,True,False,True,True,True,True,False,True,True,True,False,6000.0
"[127.0832954026418, 37.5430806933315]",원룸,19.8,1,5,True,False,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,False,False,5500.0
"[127.0629449192, 37.5959889295]",투룸,39.6,-1,2,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4000
"[127.0816654679101, 37.62138535837148]",원룸,16.5,3,3,False,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,5400.0
"[127.0662955764357, 37.54367530857659]",원룸,19.8,3,6,True,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,True,False,6500.0
"[127.04962025585685, 37.59036949071279]",원룸,23.1,3,4,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,7000.0
"[127.08002245341753, 37.62298303334642]",원룸,19.8,4,5,True,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,4900.0
"[127.08087260287574, 37.62142915181873]",원룸,16.5,-1,3,True,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,3900.0
"[127.07815817711047, 37.62104896229691]",원룸,3.3,3,5,False,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,4900.0
"[126.9092302297132, 37.57801583157327]",쓰리룸,56.1,1,2,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8000
"[127.08262497500215, 37.62043685169236]",원룸,18.1,2,4,False,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,4900.0
"[127.06655012435512, 37.54488971230887]",투룸,49.5,2,4,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,True,False,8600.0
"[127.0496468867, 37.5895513785]",투룸,66.0,3,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,True,False,17000
"[127.04727782558724, 37.56027723506932]",원룸,19.8,3,4,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,True,False,7000.0
"[127.0740422488463, 37.62830636286075]",원룸,16.5,1,4,False,False,개별 난방,False,True,True,False,True,True,False,True,True,True,False,False,True,False,5500.0
"[127.06169880213805, 37.60082610680837]",원룸,19.8,1,2,False,False,개별 난방,False,False,False,False,False,False,False,True,False,True,False,False,True,False,3300
"[127.07684803700907, 37.62036146837974]",원룸,6.6,-1,3,False,False,개별 난방,False,True,True,True,True,True,True,True,True,False,True,True,True,False,4400.0
"[126.91480435299499, 37.58615054968483]",투룸,52.8,5,5,True,False,개별 난방,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17100.0
"[127.05885073361725, 37.59072204231751]",원룸,19.8,2,7,True,True,개별 난방,False,True,True,True,True,True,False,False,True,False,True,False,True,False,6400.0
"[127.05605636905601, 37.59081710566302]",아파트,31.3,8,14,True,True,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,True,False,9500.0
"[126.920523822, 37.5865221442]",투룸,42.9,2,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7500.0
"[127.0745802040342, 37.617959088312254]",원룸,17.2,3,9,False,True,개별 난방,False,True,True,False,False,False,False,False,True,False,True,False,True,False,4400.0
"[127.0603535716, 37.5953235494]",투룸,39.6,-1,3,False,False,개별 난방,False,False,True,False,False,False,False,False,True,True,False,False,False,False,5300
"[127.05979340246562, 37.59150002568959]",1.5룸,36.3,1,4,False,False,개별 난방,False,True,True,True,True,False,False,True,True,False,True,False,True,False,8500.0
"[127.0514136584, 37.5638794927]",투룸,29.7,2,2,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,False,False,6000
"[126.9255827078942, 37.581771802600095]",투룸,52.8,4,5,True,True,개별 난방,False,False,False,False,False,True,False,True,False,True,False,False,False,False,17500.0
"[127.08609080607462, 37.53759700629526]",원룸,19.8,2,4,False,False,개별 난방,False,True,True,False,False,True,True,True,True,False,True,False,True,False,6000.0
"[127.0827610528, 37.6205737064]",투룸,36.3,1,2,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7000
"[127.05979340246562, 37.59150002568959]",1.5룸,36.3,1,4,False,False,개별 난방,True,True,True,True,True,True,False,True,True,False,True,False,False,True,8000.0
"[127.0422298291, 37.5600304734]",원룸,16.5,2,5,False,True,개별 난방,False,True,True,True,True,True,True,True,True,False,True,True,True,False,12500.0
"[127.05644039866343, 37.589569949429794]",원룸,19.8,3,7,False,False,중앙 난방,False,True,False,True,True,True,False,True,True,False,True,False,True,False,4500.0
"[126.9523523584206, 37.50113896190537]",1.5룸,29.7,3,4,True,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,True,False,14600.0
"[127.05709851027935, 37.59141126090074]",원룸,26.4,2,6,False,True,개별 난방,False,True,True,True,True,True,False,True,True,True,False,False,False,False,6500.0
"[127.05828003174443, 37.59067186992451]",투룸,33.0,-1,2,False,False,개별 난방,False,False,True,True,False,False,False,False,True,True,False,False,False,False,5000.0
"[127.0564780852, 37.5974878465]",원룸,16.5,0,3,False,False,개별 난방,False,True,True,True,True,True,False,True,True,True,False,False,False,False,4300.0
"[126.951617671012, 37.50401467331707]",원룸,15.2,2,5,True,True,개별 난방,False,True,True,True,True,True,False,False,True,False,True,True,True,False,6100.0
"[127.0619670379735, 37.596551665484]",1.5룸,26.4,1,3,False,False,개별 난방,False,True,True,True,True,False,False,False,True,True,False,False,False,False,5500
"[127.07756247196984, 37.61897348003607]",원룸,23.1,6,13,False,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,7600.0
"[127.0699988021156, 37.544505694706935]",원룸,18.1,3,5,False,False,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,6500.0
"[126.95267506396338, 37.49872079137111]",원룸,23.1,1,5,False,False,개별 난방,False,True,True,False,True,True,True,True,True,False,True,False,True,False,7600.0
"[127.03940902009282, 37.559353898934056]",투룸,49.5,2,4,False,False,개별 난방,False,False,False,False,False,False,False,True,False,False,False,False,True,False,25300.0
"[127.0080919348, 37.4929707583]",투룸,39.6,4,4,False,False,개별 난방,True,True,False,False,False,False,False,True,False,True,False,False,True,False,14000.0
"[127.0624278367, 37.6005338025]",투룸,36.6,2,3,False,False,개별 난방,False,False,True,True,False,False,False,True,True,True,False,False,True,False,5300
"[127.08227542326506, 37.53751683412257]",오피스텔,26.4,5,16,True,True,중앙 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,11400.0
"[127.0746207118499, 37.54509391984206]",쓰리룸,42.9,2,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14000
"[127.06279998351667, 37.59060468020348]",원룸,23.1,4,6,True,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,True,False,7000.0
"[127.07815817711047, 37.62104896229691]",원룸,19.8,3,3,False,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,False,False,5500.0
"[126.922801249064, 37.58268542557336]",원룸,16.5,2,3,True,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,5100.0
"[127.08185101061422, 37.62117980470463]",원룸,16.5,-1,3,False,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,4400.0
"[127.06918674478418, 37.54249874684687]",원룸,19.8,-1,3,False,False,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,False,False,4950.0
"[127.0566768084129, 37.590759145879936]",오피스텔,16.5,7,9,False,False,개별 난방,False,True,True,True,True,True,True,True,True,False,True,True,True,False,6500.0
"[127.05720132824814, 37.589645266481384]",오피스텔,39.6,10,12,True,False,개별 난방,False,True,True,True,True,False,False,True,True,False,False,False,False,False,14200.0
"[126.948655143, 37.5031700817]",원룸,19.8,3,6,True,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,True,False,4200.0
"[127.07862723260246, 37.62330111872575]",원룸,19.8,2,4,False,False,개별 난방,False,True,True,False,False,False,False,True,True,True,False,False,True,False,3800.0
"[126.91839744858005, 37.584534905207995]",투룸,59.4,5,6,True,True,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17500.0
"[127.0489080916, 37.5679134151]",투룸,42.9,-1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3000
"[127.0624048177, 37.5946665609]",원룸,19.8,0,2,False,False,개별 난방,False,True,True,False,False,True,False,False,True,True,False,False,False,False,5100.0
"[127.07259762847806, 37.545275380765766]",쓰리룸,49.5,2,2,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12000
"[127.05529279945117, 37.599430944238236]",원룸,16.5,2,5,True,True,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,6500.0
"[127.0008420461579, 37.55867931912703]",원룸,13.2,2,5,False,False,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,True,False,6000.0
"[126.9115877838, 37.579444795]",투룸,49.5,5,5,True,False,개별 난방,False,False,False,False,False,False,False,True,False,True,False,False,True,False,9000
"[127.0558753516, 37.5910118058]",원룸,16.5,2,2,False,False,개별 난방,False,True,True,False,False,False,False,True,True,True,False,False,True,False,4000.0
"[126.95556781430537, 37.51022595137494]",원룸,16.5,1,4,False,False,개별 난방,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3500
"[127.05979340246562, 37.59150002568959]",1.5룸,26.4,1,4,False,False,개별 난방,False,True,True,True,True,True,False,False,True,False,True,False,True,False,7500.0
"[127.0662955764357, 37.54367530857659]",원룸,18.2,3,6,True,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,6500.0
"[127.0549664405, 37.5991211558]",원룸,23.1,4,4,True,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,True,False,9000.0
"[127.0619341641, 37.5951425323]",투룸,33.0,-1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3000
"[127.00454534085259, 37.56036590106156]",원룸,19.8,9,10,True,True,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,8000.0
"[127.06587445727592, 37.54347011640898]",원룸,18.1,1,3,False,False,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,True,False,7100.0
"[127.05887459688185, 37.592268132700646]",원룸,23.1,4,4,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,True,False,7400.0
"[126.9539158319, 37.5112812956]",투룸,49.5,4,6,True,True,개별 난방,False,True,True,False,False,False,False,False,True,False,True,False,True,False,21500
"[126.91594996436845, 37.59033197560708]",원룸,19.8,2,7,True,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5200.0
"[127.00138982626272, 37.55853875839246]",쓰리룸,56.1,2,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,True,False,17500.0
"[126.9124363845, 37.5817808027]",1.5룸,26.4,3,3,False,False,개별 난방,False,True,True,False,True,True,True,True,True,False,True,False,True,False,5500.0
"[127.0546759848993, 37.56119666148033]",원룸,23.1,1,2,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4000
"[127.07874178960131, 37.62021966584492]",1.5룸,42.9,1,3,True,False,개별 난방,False,True,False,False,False,False,False,False,False,False,True,False,True,False,9400.0
"[127.00245831630386, 37.56125975181158]",원룸,16.5,7,7,False,True,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,7200.0
"[127.0117388906, 37.5589526417]",투룸,49.5,3,4,False,False,개별 난방,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13300.0
"[126.9148164964, 37.5913907296]",쓰리룸,59.4,2,2,True,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9000
"[127.00565084127362, 37.511726236292404]",원룸,29.7,3,5,True,False,개별 난방,False,True,True,False,False,True,False,True,False,True,False,False,True,False,21400.0
"[127.0081259781, 37.5566536006]",원룸,23.1,2,2,False,False,개별 난방,False,True,True,False,False,False,False,False,False,False,False,False,False,False,5800
"[127.07428996260326, 37.544762560736274]",원룸,19.8,2,5,False,False,개별 난방,False,True,True,True,True,True,False,True,True,True,True,False,True,False,7000.0
"[127.06833736517709, 37.54418230819247]",투룸,33.0,1,3,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,False,False,7000
"[127.09017541937517, 37.543259443723684]",쓰리룸,132.0,4,5,True,False,개별 난방,False,True,False,False,False,True,False,True,False,True,False,False,True,False,35200.0
"[126.9495017708458, 37.50215771629051]",원룸,19.8,1,5,True,True,중앙 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,6200.0
"[127.0543412651, 37.5927640504]",원룸,23.1,0,4,False,False,개별 난방,False,True,True,True,True,True,False,False,True,True,False,False,True,False,4700.0
"[127.05909143526846, 37.59155804269254]",원룸,19.8,3,8,False,True,개별 난방,False,True,True,True,True,False,False,False,True,False,True,False,True,False,6600.0
"[127.07617482842055, 37.62221433490178]",투룸,36.3,4,5,True,True,개별 난방,False,True,False,False,False,False,False,False,False,True,False,False,False,False,9400.0
"[127.06793810675488, 37.54313737940502]",1.5룸,29.7,3,5,False,False,개별 난방,False,True,True,False,False,False,False,False,False,False,False,False,False,False,8000.0
"[127.087071738, 37.5404758827]",쓰리룸,72.6,4,5,True,False,개별 난방,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15200.0
"[126.9495017708458, 37.50215771629051]",원룸,19.8,3,5,True,True,중앙 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,9500.0
"[127.05774107861428, 37.590679342741616]",원룸,23.1,9,9,False,True,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,6600.0
"[127.0044741647, 37.5814239655]",투룸,99.0,1,3,False,False,개별 난방,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
"[126.95279268646722, 37.49870281830766]",원룸,21.5,2,5,False,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,7600.0
"[127.07286449291644, 37.6240688549173]",원룸,19.8,1,6,True,False,개별 난방,False,True,True,False,False,False,False,False,True,False,True,False,True,False,4400.0
"[127.0422867215, 37.556559812]",원룸,19.8,2,3,False,False,개별 난방,False,True,True,True,True,True,False,True,False,False,True,False,True,False,5500.0
"[127.07616389194345, 37.54480821887757]",쓰리룸,66.0,3,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11000
"[126.92780613320348, 37.581856074746874]",원룸,26.4,1,6,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6000.0
"[127.05964851393921, 37.59155415851815]",투룸,36.3,1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9300.0
"[127.05761046078449, 37.59162004228169]",원룸,13.2,-1,5,False,False,개별 난방,False,True,True,True,False,False,False,True,True,False,True,False,True,False,4500.0
"[127.07501144377109, 37.54656049851587]",오피스텔,32.1,6,15,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,10100.0
"[127.08287853954211, 37.620288911929926]",원룸,19.8,1,5,False,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,4900.0
"[127.0525965448, 37.5656196961]",원룸,23.1,1,2,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3300
"[127.0099463084, 37.5602142021]",1.5룸,29.0,1,4,True,False,개별 난방,False,True,False,False,False,False,False,True,False,True,False,False,False,False,6400.0
"[127.0752989142, 37.6207913371]",투룸,39.6,2,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7000
"[127.05979340246562, 37.59150002568959]",투룸,29.7,1,4,True,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,8500.0
"[126.95569794468011, 37.51203882101125]",원룸,18.2,3,4,False,False,개별 난방,False,True,True,False,True,True,False,False,True,False,True,False,False,False,5000.0
"[127.03740960759043, 37.56254768186613]",원룸,16.5,4,6,True,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,True,False,10700.0
"[127.07637728070065, 37.620805059852245]",쓰리룸,49.5,3,4,True,False,개별 난방,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15100.0
"[127.08807410744079, 37.53842806781529]",1.5룸,29.7,7,9,True,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,9200.0
"[127.0468029043, 37.5609765978]",투룸,52.8,2,5,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,True,False,26000
"[127.0789128612, 37.6191780099]",원룸,22.8,3,7,True,True,개별 난방,False,True,True,False,False,False,False,True,True,False,True,False,True,False,6200.0
"[127.04860566963379, 37.590247377927845]",원룸,23.1,1,4,False,False,개별 난방,False,True,True,False,True,False,True,True,True,True,False,False,True,False,5000
"[127.0621127764, 37.5920610469]",투룸,33.1,-1,2,True,False,개별 난방,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4300
"[127.07687803116777, 37.61868921580012]",오피스텔,22.4,8,13,False,False,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,6000.0
"[127.0671245682, 37.5999437788]",원룸,16.0,1,1,True,False,개별 난방,False,False,True,False,False,False,False,True,False,True,False,False,False,False,2650
"[126.92204932082655, 37.582861526103045]",원룸,19.8,-1,4,False,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,4500.0
"[127.06819492830093, 37.54682051561173]",원룸,19.8,6,7,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,7000.0
"[127.0497903660194, 37.594175208959975]",원룸,24.8,1,4,True,False,개별 난방,False,True,True,True,False,True,False,True,True,True,False,False,True,False,5500.0
"[126.9255827078942, 37.581771802600095]",투룸,39.6,3,5,True,True,개별 난방,False,False,False,False,False,True,False,False,False,True,False,False,False,False,11500.0
"[126.91586893248547, 37.58989583770665]",원룸,16.5,5,8,False,True,개별 난방,False,True,True,True,False,True,False,True,True,True,False,True,True,False,4500.0
"[126.9527612535, 37.4983351952]",원룸,23.1,3,6,True,True,개별 난방,False,True,True,False,True,True,True,True,True,False,True,True,True,False,4100.0
"[127.08392147581313, 37.5403448155852]",쓰리룸,62.7,4,5,True,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30300.0
"[126.95181346944585, 37.502032541072296]",원룸,19.8,1,5,True,True,개별 난방,False,True,True,False,True,True,True,True,True,False,True,True,True,False,4700.0
"[127.06551781509586, 37.601386266642955]",쓰리룸,52.8,1,2,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12500
"[127.01069296172577, 37.5578463165013]",쓰리룸,66.0,4,5,True,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17200.0
"[127.0673077278, 37.5971073552]",투룸,33.0,1,2,False,False,개별 난방,False,False,True,False,False,False,False,False,False,True,False,False,False,False,5500
"[127.07878236573723, 37.62002862940594]",원룸,23.1,2,4,False,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,5800.0
"[127.05761046078449, 37.59162004228169]",원룸,19.8,-1,4,False,False,개별 난방,False,True,True,True,True,False,False,False,True,False,True,False,False,False,4500.0
"[127.07626968436236, 37.62192595771153]",1.5룸,29.7,2,5,True,False,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,False,False,8400.0
"[127.08438393518193, 37.5370432221951]",오피스텔,39.6,14,15,True,True,개별 난방,False,True,True,False,False,True,False,True,True,True,False,False,True,False,11000.0
"[127.08002245341753, 37.62298303334642]",원룸,23.1,2,5,True,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5500.0
"[127.07184562226927, 37.62471819025093]",원룸,23.1,2,3,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,False,False,4000.0
"[127.08053364247063, 37.62222585637542]",원룸,16.5,-1,3,False,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,False,False,3300.0
"[127.03938616039292, 37.558928635966204]",원룸,11.5,1,2,False,False,개별 난방,False,True,True,True,True,False,False,True,True,False,True,False,True,False,4800.0
"[126.94902669765165, 37.502280049025885]",원룸,23.1,3,5,True,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,True,False,5000.0
"[127.0609057585402, 37.600397647193944]",원룸,14.9,1,5,True,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,False,True,False,3100.0
"[127.0521419387, 37.562963761]",투룸,33.0,-1,2,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5500
"[127.0402433781173, 37.561880012510855]",원룸,26.4,3,5,False,False,개별 난방,False,True,True,True,True,True,False,True,True,True,False,False,True,False,10000.0
"[127.07441699949256, 37.54506521642937]",투룸,42.9,2,3,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,False,False,13000
"[127.08408068365097, 37.54105469005803]",원룸,23.1,6,6,False,True,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,8100.0
"[127.05516354304446, 37.59000663333485]",원룸,19.8,2,5,True,False,개별 난방,False,True,True,True,True,True,False,False,True,False,True,False,False,False,5500.0
"[127.0720926103, 37.6224151167]",원룸,19.8,4,6,True,True,개별 난방,False,True,True,False,False,False,False,False,True,False,True,False,True,False,4900.0
"[127.06641522377811, 37.60197681476651]",원룸,33.0,-1,1,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,False,False,3300
"[127.04535376584215, 37.56029600978204]",원룸,18.2,1,3,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,True,False,7000.0
"[127.04328537382374, 37.561248238788664]",원룸,16.5,4,4,False,False,개별 난방,False,True,True,True,True,True,False,True,True,False,True,True,True,False,6000.0
"[127.06558452114157, 37.5431747500094]",원룸,16.5,2,5,False,False,개별 난방,False,True,True,False,False,False,False,True,True,False,True,True,True,False,6200.0
"[127.07132389858694, 37.62404456854707]",투룸,46.2,1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
"[126.92199932585399, 37.58303448377637]",투룸,42.9,-1,3,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4000
"[127.0540195423, 37.5612149836]",쓰리룸,66.0,3,4,False,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10000
"[127.08433986125296, 37.61838859463347]",쓰리룸,49.5,3,3,True,False,개별 난방,False,True,True,False,False,True,False,True,True,False,False,False,True,False,7500.0
