,Unnamed: 0,id,loc,room_type,size,room_floor,building_floor,parking,elevator,heat_type,animal,aircondition,laundry,bed,desk,closet,tv,shoes,refrigerator,gas,induction,microwave,doar_lock,bidet,price,distance_park,distance_md,distance_gn
1019,1019,57f20cd61579ed5048c60827,"[127.0670484297, 37.5453507419]",원룸,19.8,2,4,False,False,개별 난방,False,True,True,False,False,False,False,True,True,True,False,False,False,False,5300.0,1.51418525959,11.7138471382,7.87203640399
1020,1020,57b9aef0e7f7bb1d12e4ad26,"[127.0674974778328, 37.54137527706593]",원룸,16.5,0,4,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,False,False,4500.0,1.14497821768,11.8217094488,7.73035388241
1021,1021,57f219d41c2e072a8d1025e2,"[127.0887392625, 37.5421180646]",투룸,46.2,2,4,True,False,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11600.0,2.37018156342,14.2038991397,9.93996714761
1022,1022,57f23aedc3786158a8188e3a,"[127.0695216128, 37.5424264702]",원룸,19.8,2,3,False,False,개별 난방,False,True,False,False,False,False,False,True,True,True,False,False,False,False,5200.0,1.22666839622,12.033219163,7.97897930233
1023,1023,57df7309967e0f41266e30f2,"[127.08609080607462, 37.53759700629526]",원룸,23.1,2,4,False,False,개별 난방,False,True,True,True,False,False,True,True,True,True,False,False,True,False,6000.0,1.88043706139,13.9695749536,9.50431254478
1024,1024,57da699e0938fe275060ad98,"[127.0832409803, 37.5429834238]",원룸,25.4,2,5,True,False,개별 난방,True,True,True,False,False,True,False,True,True,False,True,True,False,False,8500.0,2.05166516004,13.5721066908,9.39816460936
1025,1025,57df9fc015e8ad3f7852ff9f,"[127.0887392625, 37.5421180646]",투룸,46.2,4,5,True,True,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24500.0,2.37018156342,14.2038991397,9.93996714761
1026,1026,57a92ff0f0e7333c67d63ae0,"[127.08255776615938, 37.54320014324728]",투룸,46.2,3,5,True,False,개별 난방,False,False,False,False,False,False,False,True,False,True,False,False,False,False,19300.0,2.00414787241,13.4922130404,9.33587445197
1027,1027,57a84f0a1f567a6d542f70aa,"[127.06720074913898, 37.54359550898638]",원룸,29.7,4,5,False,False,개별 난방,False,True,True,False,False,False,False,False,True,False,True,False,True,False,7100.0,1.35202131691,11.7549881409,7.80314082279
1028,1028,57e0d1272af3dd50b0fbba3e,"[127.08879835826082, 37.53851762543235]",오피스텔,23.1,9,14,True,True,개별 난방,False,True,True,False,False,True,False,True,False,True,False,False,True,False,8900.0,2.0654356363,14.259996735,9.82278556148
1029,1029,57a31ac0a6749522c3f2d0f9,"[127.06899010165061, 37.54521987962577]",원룸,16.5,2,5,False,False,개별 난방,False,True,True,False,False,True,False,True,True,False,True,False,True,False,5500.0,1.48307649966,11.9346840731,8.05487178552
1030,1030,57cce0547aadc81dbd15b189,"[127.06864541122681, 37.544466845260324]",투룸,49.5,2,4,False,False,개별 난방,False,True,True,False,False,False,False,False,True,True,False,False,True,False,9800.0,1.41487585177,11.9057200484,7.98569244257
