,id,loc,room_type,size,room_floor,building_floor,parking,elevator,heat_type,animal,aircondition,laundry,bed,desk,closet,tv,shoes,refrigerator,gas,induction,microwave,doar_lock,bidet,price
138,575e7ae3c2044a26d02d23e0,"[126.95597210790395, 37.47661133127447]",투룸,42.9,1,3,True,False,개별 난방,False,True,True,False,False,False,False,True,False,True,False,False,True,False,9500.0
139,57c65324aba19228806e08cf,"[126.93826419326268, 37.47549336219559]",원룸,23.1,2,4,False,False,중앙 난방,True,True,True,False,True,True,False,True,True,False,True,False,False,False,3530.0
140,55e46a79d2d1ba203403ef3f,"[126.9459257935, 37.4801715536]",원룸,16.5,1,7,False,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,True,True,False,5600.0
141,57ecb3cad7ba842f1f303c2e,"[126.95346174747598, 37.477504170681755]",원룸,16.5,3,6,False,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,6600.0
142,57e8d1bf7b682b5c76a7d695,"[126.93754096543624, 37.475121766089984]",원룸,23.1,1,5,False,True,개별 난방,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7500.0
143,57cbe4d55f03d92b6a3c281b,"[126.93898202414752, 37.47694976662394]",원룸,19.8,2,4,False,True,개별 난방,False,True,True,False,True,True,False,True,True,False,True,False,True,False,4500.0
144,575f98704ce43850eb130d92,"[126.94007743357407, 37.47564926933543]",투룸,36.3,1,4,False,False,개별 난방,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5000.0
145,57b80eabfc04c7312a55b231,"[126.94586666966708, 37.48063284318228]",원룸,33.0,3,9,True,True,개별 난방,True,True,True,False,True,True,False,True,True,False,True,False,True,False,5820.0
146,57e89cb15b84f91915774a58,"[126.94129946994842, 37.47428755589033]",1.5룸,26.4,-1,3,False,False,개별 난방,False,True,True,False,False,False,False,False,True,False,True,False,True,False,7500.0
147,57e244fef592957234cfb926,"[126.93468095586759, 37.472283840226446]",원룸,19.8,2,5,False,True,개별 난방,False,True,True,True,True,True,True,True,True,False,True,False,True,False,3970.0
