,id,loc,fanc,distance_gn,distance_md,distance_park,room_type,size,room_floor,building_floor,parking,elevator,heat_type,animal,aircondition,laundry,bed,desk,closet,tv,shoes,refrigerator,gas,induction,microwave,doar_lock,bidet,price
1996,57ec1dc183d7df7eb12be5af,"[127.0661630071, 37.5421941399]",3.23067068355,7.63576349366,11.6590157106,1.25199028175,투룸,49.5,2,5,0,0,개별 난방,0,1,1,0,0,0,0,1,1,1,0,0,1,0,13300.0
1997,57eff91f580933130cf33107,"[126.9500388824, 37.5039743719]",6.65723105148,6.65544612606,5.7389565117,2.90760358863,투룸,33.1,1,1,0,0,개별 난방,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500.0
1998,53df0748e4b0b80dc3fecbc5,"[127.01129062973908, 37.55846614695276]",3.41907672848,5.36233887411,5.25876128574,2.92916164998,투룸,39.6,3,5,1,0,개별 난방,0,1,0,0,0,0,0,0,0,1,0,0,1,0,21300.0
1999,57eb7dd018fb6b750cf8d06b,"[127.05446314884446, 37.59220898323741]",6.08818039452,9.95731823883,10.5006197868,6.04274906021,원룸,14.8,3,4,0,0,개별 난방,0,1,1,0,1,1,0,1,1,0,1,0,1,0,4500.0
2000,57ba5cbfa607a65075c959d1,"[127.04988016256947, 37.59299306990694]",6.03953271181,9.75462094804,10.0153035422,6.27541993018,원룸,16.5,-1,4,0,0,개별 난방,0,1,1,1,1,1,0,1,1,0,1,0,1,0,7500.0
2001,57b2f3588e27824a9fd4ce22,"[127.07743558025372, 37.61894473176522]",9.34925445147,13.4608004196,13.7632320448,7.94757183818,원룸,26.4,5,12,0,0,개별 난방,0,1,1,1,1,1,0,1,1,0,1,0,1,0,7000.0
2002,57e8ad812841425ce3457353,"[127.0125883323, 37.4952084662]",4.38039957429,0.673051113957,8.26951378382,2.5347009549,투룸,52.8,4,4,0,0,개별 난방,0,1,1,1,1,1,0,1,1,0,0,0,0,0,19200.0
2003,57a99977fd2c3703f8f223b4,"[127.01129062973908, 37.55846614695276]",3.41907672848,5.36233887411,5.25876128574,2.92916164998,투룸,39.6,3,4,1,0,개별 난방,0,0,1,0,0,0,0,1,0,1,0,0,1,0,21300.0
2004,577338789a64693bf1d7f3dd,"[127.0428696442682, 37.562610697312635]",3.15612669357,6.95411159681,8.83940016945,4.29935917922,투룸,49.5,6,6,0,0,개별 난방,0,1,1,1,1,1,0,1,1,0,1,0,1,0,14000.0
2005,57ae79a11f9d833861fda696,"[127.04279712394082, 37.56246656418347]",3.14210699296,6.93850049364,8.83125289865,4.29563992849,원룸,23.1,3,5,1,1,개별 난방,0,1,1,0,0,1,0,1,1,1,0,0,0,0,13600.0
2006,57f3380a5df7964ae1ef0e32,"[127.0420456331805, 37.56255693384841]",3.14309561733,6.89727126741,8.74550891484,4.35778907135,원룸,19.8,2,4,0,0,개별 난방,0,1,1,1,1,1,0,1,1,0,1,0,1,0,5500.0
2007,57ce78ef4810ee1365dd1a9f,"[127.05354230444266, 37.56492370206182]",3.68762296839,7.86782511894,10.0567507705,3.74567872393,원룸,23.1,2,3,0,0,개별 난방,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0
2008,57cfb42cf4c2d27f4bb9167a,"[127.0692283199, 37.5434069299]",3.59609938258,7.99413980314,11.9860406421,1.31618940464,투룸,66.0,1,2,0,0,개별 난방,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11000.0
2009,57035d55d98e6728a2e722fc,"[126.94987723182076, 37.50216868826383]",6.80717254072,6.66748753365,5.90291722086,2.99126490951,원룸,23.1,4,5,0,1,개별 난방,0,1,1,0,1,1,0,1,1,0,1,0,1,0,7500.0
2010,568b6c0a2bc4a10d0c59b825,"[127.07626968436236, 37.62192595771153]",9.53596599481,13.6080908992,13.7450050738,8.24677670776,1.5룸,26.4,2,5,1,0,개별 난방,0,1,1,0,1,1,0,1,1,0,1,0,1,0,8500.0
2011,57c517c570a02a5ffd3beab5,"[127.07112677449156, 37.545485307654154]",3.87028309282,8.27712446401,12.1725758889,1.52401898039,원룸,18.1,3,3,0,0,개별 난방,0,1,1,0,1,1,0,1,1,0,1,0,1,0,5700.0
2012,57eb8f89ea34cc3cb150cb30,"[127.0636403331, 37.593509028]",6.55816359269,10.6433384354,11.5440927757,5.95882924474,투룸,36.3,2,3,0,0,개별 난방,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5500.0
2013,577498a6e300a103a910177e,"[127.07879150266446, 37.62439300534624]",9.86629691015,13.9587324093,14.0987516512,8.2655201419,원룸,16.5,-1,3,0,0,개별 난방,1,1,1,0,0,0,0,0,1,1,0,0,1,0,3290.0
2014,564931fe0e788174910250dc,"[127.07749516431392, 37.62396859801177]",9.76593823153,13.8421215609,13.947656106,8.31726411361,1.5룸,33.0,3,4,0,0,개별 난방,0,1,1,0,1,1,0,1,1,0,1,0,0,0,7400.0
2015,578de8bbe6c733350cb6cb37,"[127.06762515532374, 37.54242396749962]",3.39268346549,7.79060173106,11.8199106207,1.23809908484,원룸,19.8,4,4,0,0,개별 난방,0,1,1,0,1,1,0,1,1,0,1,0,1,0,6600.0
2016,57ce9578045310409961bd72,"[127.059037399, 37.5919545062]",6.22692883,10.2229129426,11.0003799478,5.89648154758,원룸,23.1,-1,3,0,0,개별 난방,0,1,1,1,1,1,0,1,1,0,1,0,0,0,5300.0
2017,57ec7ef0f1b91c6c6456641c,"[127.08438393518193, 37.5370432221951]",3.12918734315,9.3044883953,13.7867340845,1.78598291453,오피스텔,46.2,12,15,1,1,개별 난방,0,1,1,0,0,0,0,1,1,1,0,0,1,0,12200.0
2018,57e63ccdd9877c215abd968a,"[127.05885073361725, 37.59072204231751]",6.11323764086,10.117459443,10.9531464047,5.78960909284,원룸,19.8,4,8,0,1,개별 난방,0,1,1,1,1,1,0,1,1,0,1,0,1,0,6300.0
2019,57ea2cc86407f04226042eb9,"[126.9140258574, 37.5857535484]",7.95652830558,13.320181724,6.19992608028,3.2573554826,1.5룸,36.3,5,5,0,0,개별 난방,0,1,1,0,0,0,0,1,1,0,1,0,1,0,7650.0
2020,57ce46235417a5130df2f00e,"[127.07240220650684, 37.62395020919531]",9.52508676117,13.5184693885,13.416700434,8.66267566118,원룸,16.5,2,3,0,0,개별 난방,0,1,1,0,1,1,1,1,1,0,1,0,1,0,4300.0
2021,5610cdafffbad30a5714721f,"[127.05611976526251, 37.59080265966417]",6.01836987186,9.94978720167,10.6521136805,5.86789395804,오피스텔,29.7,9,14,1,0,개별 난방,0,1,1,0,0,1,0,1,1,0,1,0,1,0,9600.0
2022,57f1d77368ffba209e306a4f,"[127.0674463095, 37.5950782438]",6.87584799838,11.0198018549,11.9999921813,6.07305459959,투룸,31.3,-1,2,0,0,개별 난방,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3300.0
2023,57d66bef99a1477b663d05ca,"[127.0550756324, 37.5628903492]",3.59812037984,7.84506008611,10.2306901134,3.49861751439,원룸,19.8,1,2,0,0,개별 난방,0,1,1,0,0,0,0,0,1,0,1,0,0,0,4500.0
2024,57ce90bf3ff209250cbb8d2f,"[127.0570780584, 37.5942836327]",6.35667635677,10.2779391327,10.8377909085,6.15286888021,원룸,16.5,1,3,0,0,개별 난방,0,1,0,1,0,1,0,0,1,1,0,0,0,0,3800.0
