week1_pop,comp_score,rank1,rank2,rank3,rank4,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,director_score,act_score,pre_score,viewer_num,like_see,screen1
793,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,8.34,38,478,20
1170,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,8.29,14,124,9
934,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.9,10,100,6
32,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19,7.04,25,205,7
481,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.71,7,176,5
776,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.6,5,74,20
998,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.55,11,80,5
1207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,6,60,20
1216,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5,2,44,20
1053,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.62,13,135,1
913,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9.27,15,154,5
720,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.67,9,56,5
660,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.57,14,75,9
890,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8.43,7,50,9
1161,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.75,8,66,5
693,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.63,19,117,8
954,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.29,38,173,18
962,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.45,100,180,1
908,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1,21,186,12
880,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,8,35,19
1049,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.92,13,109,6
503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
447,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.8,5,112,3
879,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.73,33,124,12
782,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.58,12,85,10
958,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,8,19,211,20
789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,23,19
555,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.8,10,148,15
936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,16,81,20
811,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,50,8.29,14,362,19
494,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.12,8,88,4
916,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.75,4,56,20
585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
489,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.52,37,89,1
676,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.8,20,111,4
802,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.41,32,145,17
894,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.43,7,54,20
374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7
726,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,9,10,102,4
528,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.43,7,80,7
813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,34,20
392,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,9.67,3,123,5
797,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.89,28,103,20
268,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,10,19,90,4
788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,42,20
612,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,52,3
765,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.87,62,585,6
772,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,72,5.33,27,49,21
569,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.2,5,34,21
166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12,8,58,5
551,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.86,63,388,3
708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10,20
414,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,6,140,1
473,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.25,28,194,8
505,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.33,6,101,4
464,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.95,21,124,18
47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
482,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.89,9,22,20
616,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.72,36,228,21
605,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.05,60,1605,20
495,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,8.75,4,58,4
496,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.43,37,518,6
601,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.25,4,71,20
480,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
490,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,5,27,19
494,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.12,8,129,20
569,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2,5,52,20
568,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8.82,11,162,20
181,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.63,19,65,3
299,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,6,26,19
402,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5,2,6,5
561,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67,3,64,20
556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47,15,70,20
549,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9.5,8,26,20
548,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,10,10,28,20
452,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.95,22,99,20
418,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7.29,31,135,4
517,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
402,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.25,20,136,5
451,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6.47,34,241,20
516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,2,58,19
439,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,33,8.11,9,147,20
492,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,2,17,20
508,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,8.36,33,193,2
497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,6,150,20
365,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5.72,39,68,5
415,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.33,3,57,20
252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.91,217,3261,1
466,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,44,20
39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,15,20
134917,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,440,7.4,414,16956,427
202,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,9.05,22,143,3
474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,44,322,20
473,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,8.4,5,102,21
472,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,41,20
333,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.05,20,299,8
465,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
279,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,14,160,5
429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,8.82,17,142,20
406,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,104,3
238,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.77,22,98,3
409,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.57,14,69,21
416,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5.67,3,15,20
416,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,1,20
299,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,72,9.4,58,637,2
415,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6.46,24,50,20
407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,23,65,20
303,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.6,16,93,10
240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4
387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,11,47,20
395,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,19,20
395,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.23,13,75,19
395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,32,20
390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.38,37,119,3
380,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.83,6,28,19
394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,2,41,20
388,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.14,22,53,20
372,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,20
370,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,2,12,20
264,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,20,181,10
371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38,16,81,20
366,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,72,3.71,14,42,20
366,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9.5,2,41,20
365,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.83,6,25,20
357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20
285,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.5,10,87,20
355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,121,1179,19
340,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.96,28,88,1
333,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.96,23,131,20
302,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.8,82,373,1
178,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,50,1
311,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.92,13,98,20
311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,5,19,20
309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,13,26,19
303,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.56,16,93,20
301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,18,117,21
301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97,34,94,20
199,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.08,2452,8929,4
300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71,38,200,19
42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,4,32,2
169,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.54,13,119,3
189,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,39,7.57,14,113,1
278,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.83,23,218,21
254,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.75,4,32,20
280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36,14,86,21
119,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.33,3,50,2
268,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,10,1,30,21
269,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.7,20,214,4
269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49,41,309,21
269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,20,94,20
179,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,68,1
169,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,9,1
225,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8,9,55,5
246,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,73,5
159,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,5,39,3
21714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83,181,502,159
220,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.22,9,139,1
1515,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.29,7,178,15
137,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.36,14,104,3
110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.88,8,58,1
112,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.05,19,57,5
181,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8.35,17,239,3
61,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1,67,173,3
76,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.2,5,17,5
74,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.33,3,55,1
32,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.29,28,271,1
36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,5,19,1
130,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.95,64,245,1
127,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.51,69,598,1
74,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2
60,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
109,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.8,5,65,1
74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,132,4.29,7,37,5
72,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.38,55,202,6
46,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,6,22,2
21,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.46,28,146,3
23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2,10,31,1
15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.99,162,307,1
14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.56,18,87,5
7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,178,673,1
10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
